ontology,label,definition,internal_id,accuracy,internal_consistency,score,confidence,notes,is_a,relationships,evaluator,
go,radial spoke base 2,Segment of radial spoke 2 that is a radial spoke base.,1115,4.0,4.0,4.0,2,,RadialSpokeBase,"{'predicate': 'PartOf', 'target': 'RadialSpoke2'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,radial spoke base 2,Structural component that forms a part of the radial spoke 2,1116,4.0,3.0,3.0,2,,RadialSpokeBase,"{'predicate': 'PartOf', 'target': 'RadialSpoke2'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,radial spoke neck,A component of the radial spoke connecting the spoke head to the microtubules.,1117,5.0,5.0,5.0,2,,ProteinContainingComplex,"{'predicate': 'PartOf', 'target': 'RadialSpoke'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,radial spoke neck,The radial spoke neck is a complex that connects the spoke stalk to the head.,1118,5.0,5.0,5.0,2,,ProteinContainingComplex,"{'predicate': 'PartOf', 'target': 'RadialSpoke'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,radial spoke neck,"A component of the radial spoke, which is a protein-containing complex.",1119,3.0,3.0,3.0,2,,ProteinContainingComplex,"{'predicate': 'PartOf', 'target': 'RadialSpoke'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,radial spoke neck,"A highly specific component of the radial spoke structure that is composed of a complex structure of proteins. It belongs to the subclass ProteinContainingComplex, indicating its critical role in the broader functionality of this component. Radial Spokes play essential roles in eukaryotic flagella and cilia, including motility, sensory perception, and developmental signaling. As part of this larger structure, the radial spoke neck likely contributes to these key cellular activities by providing an essential protein-based structure that supports the mechanical or signal-transduction functions of the radial spoke.",1120,4.0,5.0,4.0,2,,ProteinContainingComplex,"{'predicate': 'PartOf', 'target': 'RadialSpoke'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,radial spoke neck,A protein containing complex.,1121,3.0,3.0,3.0,2,,ProteinContainingComplex,"{'predicate': 'PartOf', 'target': 'RadialSpoke'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,radial spoke neck,Neck region of a radial spoke.,1122,4.0,3.0,3.0,2,,ProteinContainingComplex,"{'predicate': 'PartOf', 'target': 'RadialSpoke'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,determination of lung left/right asymmetry,Determination of the asymmetric location of the heart with respect to the left and right halves of the organism.,1123,1.0,5.0,1.0,5,,DeterminationOfLeftRightSymmetry,"{'predicate': 'PartOf', 'target': 'HeartDevelopment'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,determination of lung left/right asymmetry,Determination of the asymmetric location of the lungs with respect to the left and right halves of the organism.,1124,2.0,5.0,2.0,5,,DeterminationOfLeftRightSymmetry,"{'predicate': 'PartOf', 'target': 'HeartDevelopment'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,determination of lung left/right asymmetry,Determination of the asymmetric location of the lung with respect to the left and right halves of the organism.,1125,2.0,5.0,2.0,5,,DeterminationOfLeftRightSymmetry,"{'predicate': 'PartOf', 'target': 'HeartDevelopment'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,determination of lung left/right asymmetry,"The process involved in the establishment of left and right asymmetry in the lungs during the embryological phase of an organism, which is a crucial part of heart development and linked to the cardiopulmonary system.",1127,4.0,5.0,4.0,4,,DeterminationOfLeftRightSymmetry,"{'predicate': 'PartOf', 'target': 'HeartDevelopment'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,determination of lung left/right asymmetry,"The process of establishing the characteristic structural and functional asymmetry of the left and right lungs, which is closely related to heart development.",1128,5.0,5.0,5.0,5,,DeterminationOfLeftRightSymmetry,"{'predicate': 'PartOf', 'target': 'HeartDevelopment'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,AIM2 inflammasome complex assembly,"The aggregation, arrangement and bonding together of a set of components to form an AIM2 inflammasome complex.",1129,5.0,5.0,5.0,4,,ProteinContainingComplexAssembly,"{'predicate': 'ResultsInAssemblyOf', 'target': 'AIM2InflammasomeComplex'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,AIM2 inflammasome complex assembly,"The aggregation, arrangement and bonding together of a set of components to form the AIM2 inflammasome complex.",1130,5.0,5.0,5.0,4,,ProteinContainingComplexAssembly,"{'predicate': 'ResultsInAssemblyOf', 'target': 'AIM2InflammasomeComplex'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,mitochondrial large ribosomal subunit binding,Binding to a large ribosomal subunit of a mitochondrial ribosome.,1135,5.0,5.0,5.0,4,,RibosomalLargeSubunitBinding | MitochondrialRibosomeBinding,"{'predicate': 'HasInput', 'target': 'MitochondrialLargeRibosomalSubunit'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,mitochondrial large ribosomal subunit binding,Binding to a mitochondrial large ribosomal subunit.,1136,4.0,4.0,4.0,4,,RibosomalLargeSubunitBinding | MitochondrialRibosomeBinding,"{'predicate': 'HasInput', 'target': 'MitochondrialLargeRibosomalSubunit'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,mitochondrial large ribosomal subunit binding,Binding to the large subunit of a mitochondrial ribosome.,1140,5.0,5.0,5.0,4,,RibosomalLargeSubunitBinding | MitochondrialRibosomeBinding,"{'predicate': 'HasInput', 'target': 'MitochondrialLargeRibosomalSubunit'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,intracellular nucleoside homeostasis,A homeostatic process involved in the maintenance of a steady state level of nucleoside within a cell.,1141,5.0,5.0,5.0,4,,IntracellularChemicalHomeostasis,"{'predicate': 'RegulatesLevelsOf', 'target': 'Nucleoside'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,intracellular nucleoside homeostasis,A homeostatic process involved in the maintenance of a steady state level of nucleosides within a cell.,1142,5.0,5.0,5.0,4,,IntracellularChemicalHomeostasis,"{'predicate': 'RegulatesLevelsOf', 'target': 'Nucleoside'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,detoxification of aluminum ion,Any process that reduces or removes the toxicity of aluminum ion.,1147,5.0,4.0,5.0,5,,DetoxificationOfInorganicCompound,"{'predicate': 'HasPrimaryInput', 'target': 'AluminiumCation'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,detoxification of aluminum ion,"Any process that reduce or remove the toxicity of aluminum ions. These can include transport of the aluminum away from sensitive areas,  sequesteration, or chemical modification to an inert form.",1148,4.0,5.0,4.0,5,,DetoxificationOfInorganicCompound,"{'predicate': 'HasPrimaryInput', 'target': 'AluminiumCation'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,detoxification of aluminum ion,"Any process that reduces or removes the toxicity of aluminum ions, usually in cells or tissues.",1149,3.0,5.0,3.0,5,,DetoxificationOfInorganicCompound,"{'predicate': 'HasPrimaryInput', 'target': 'AluminiumCation'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,detoxification of aluminum ion,Any process that reduces or removes the toxicity of aluminum ions.,1150,5.0,4.0,5.0,5,,DetoxificationOfInorganicCompound,"{'predicate': 'HasPrimaryInput', 'target': 'AluminiumCation'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,detoxification of aluminum ion,Detoxification of aluminum ion is a specific type of detoxification process where an aluminum ion (AluminiumCation) is neutralized or eliminated from the system. This process falls under the broader category of detoxification of inorganic compounds.,1152,3.0,3.0,3.0,5,,DetoxificationOfInorganicCompound,"{'predicate': 'HasPrimaryInput', 'target': 'AluminiumCation'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,calcium:manganese antiporter activity,Enables the reciprocal exchange of calcium ions (Ca2+) and manganese ions (Mn2+) across a biological membrane.,1153,5.0,5.0,5.0,3,,ManganeseIonTransmembraneTransporterActivity | CalciumMonoatomicCationAntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Manganese2_'} | {'predicate': 'HasParticipant', 'target': 'Calcium2_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,calcium:manganese antiporter activity,Catalysis of the reaction: Ca2+(in) + Mn2+(out) = Ca2+(out) + Mn2+(in).,1154,3.0,3.0,3.0,4,,ManganeseIonTransmembraneTransporterActivity | CalciumMonoatomicCationAntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Manganese2_'} | {'predicate': 'HasParticipant', 'target': 'Calcium2_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,calcium:manganese antiporter activity,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Ca2+(in) + Mn2+(out) = Ca2+(out) + Mn2+(in).,1155,4.0,3.0,3.0,3,,ManganeseIonTransmembraneTransporterActivity | CalciumMonoatomicCationAntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Manganese2_'} | {'predicate': 'HasParticipant', 'target': 'Calcium2_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,calcium:manganese antiporter activity,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Mn2+(in) + Ca2+(out) = Mn2+(out) + Ca2+(in).,1156,4.0,3.0,3.0,3,,ManganeseIonTransmembraneTransporterActivity | CalciumMonoatomicCationAntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Manganese2_'} | {'predicate': 'HasParticipant', 'target': 'Calcium2_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,calcium:manganese antiporter activity,"Enables the transmembrane transport of two different ions, Calcium2_ and ManganeseCation, where one ion is transported into the cell while the other is transported out of the cell.",1158,4.0,4.0,4.0,4,,ManganeseIonTransmembraneTransporterActivity | CalciumMonoatomicCationAntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Manganese2_'} | {'predicate': 'HasParticipant', 'target': 'Calcium2_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,G protein-coupled chemorepellent receptor signaling pathway,"A G protein-coupled chemorepellent receptor signaling pathway initiated by a chemorepellent binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process.",1159,3.0,2.0,2.0,4,,GProteinCoupledReceptorSignalingPathway,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,G protein-coupled chemorepellent receptor signaling pathway,"A G protein-coupled receptor signaling pathway initiated by an opioid binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. cytoskeleton reorganization.",1160,2.0,2.0,2.0,4,,GProteinCoupledReceptorSignalingPathway,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,G protein-coupled chemorepellent receptor signaling pathway,"A G protein-coupled receptor signaling pathway initiated by a chemorepellent binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process.",1161,2.0,2.0,2.0,4,,GProteinCoupledReceptorSignalingPathway,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,G protein-coupled chemorepellent receptor signaling pathway,"A series of molecular signals initiated by the binding of chemorepellent to the receptor on the surface of a target cell, and mediated by a G-protein coupled receptor.",1162,3.0,3.0,3.0,4,,GProteinCoupledReceptorSignalingPathway,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,G protein-coupled chemorepellent receptor signaling pathway,"A signaling pathway that is initiated by the binding of a chemorepellent substance to a G protein-coupled receptor on the surface of a cell, leading to a series of biochemical events inside the cell. It is a subclass of the G-protein-coupled receptor signaling pathway and is specific in responding to chemorepellent stimuli.",1163,5.0,4.0,4.0,5,,GProteinCoupledReceptorSignalingPathway,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,G protein-coupled chemorepellent receptor signaling pathway,The specific subset or subclass of the G protein-coupled receptor signaling pathway that is responsible for transmitting signals from chemorepellent receptors to various downstream effector molecules and pathways within a cell.,1164,3.0,3.0,3.0,5,,GProteinCoupledReceptorSignalingPathway,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ATP:inorganic phosphate antiporter activity,Catalysis of the reaction: ATP(out) + H2PO4-(in) = ATP(in) + H2PO4-(out).,1165,3.0,3.0,3.0,5,,InorganicPhosphateTransmembraneTransporterActivity | ATPTransmembraneTransporterActivity | AntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Magnesium2_'} | {'predicate': 'HasParticipant', 'target': 'ATP4_'} | {'predicate': 'HasParticipant', 'target': 'Hydrogenphosphate'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ATP:inorganic phosphate antiporter activity,Enables the transfer of ATP from one side of a membrane to the other according to the reaction: ATP(out) + inorganic phosphate(in) = ATP(in) + inorganic phosphate(out).,1166,4.0,3.0,3.0,5,,InorganicPhosphateTransmembraneTransporterActivity | ATPTransmembraneTransporterActivity | AntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Magnesium2_'} | {'predicate': 'HasParticipant', 'target': 'ATP4_'} | {'predicate': 'HasParticipant', 'target': 'Hydrogenphosphate'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ATP:inorganic phosphate antiporter activity,Catalysis of the reaction: ATP(out) + Pi(in) = ATP(in) + Pi(out).,1167,3.0,3.0,3.0,5,,InorganicPhosphateTransmembraneTransporterActivity | ATPTransmembraneTransporterActivity | AntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Magnesium2_'} | {'predicate': 'HasParticipant', 'target': 'ATP4_'} | {'predicate': 'HasParticipant', 'target': 'Hydrogenphosphate'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ATP:inorganic phosphate antiporter activity,Catalysis of the reaction: ATP(out) + inorganic phosphate(in) = ATP(in) + inorganic phosphate(out).,1168,3.0,3.0,3.0,5,,InorganicPhosphateTransmembraneTransporterActivity | ATPTransmembraneTransporterActivity | AntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Magnesium2_'} | {'predicate': 'HasParticipant', 'target': 'ATP4_'} | {'predicate': 'HasParticipant', 'target': 'Hydrogenphosphate'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ATP:inorganic phosphate antiporter activity,Facilitates the transport of ATP and inorganic phosphate across opposite ports of a cell membrane.,1169,5.0,5.0,5.0,5,,InorganicPhosphateTransmembraneTransporterActivity | ATPTransmembraneTransporterActivity | AntiporterActivity,"{'predicate': 'HasParticipant', 'target': 'Magnesium2_'} | {'predicate': 'HasParticipant', 'target': 'ATP4_'} | {'predicate': 'HasParticipant', 'target': 'Hydrogenphosphate'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone modifying activity,A catalytic activity that acts on a histone protein. Reversible histone modifications contribute to regulation of gene expression.,1170,4.0,3.0,3.0,5,,CatalyticActivity_actingOnAProtein,"{'predicate': 'PartOf', 'target': 'ChromatinRemodeling'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H4K91 ubiquitin ligase activity,Catalysis of the reaction: histone H4-lysine (position 91) + ubiquitin + ATP = histone H4-ubiquitin (position 91) + ADP. This reaction is the addition of a ubiquitin molecule to the lysine residue at position 91 of histone H4.,1171,4.0,3.0,3.0,3,,HistoneH4UbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H4K91 ubiquitin ligase activity,Catalysis of the transfer of a ubiquitin molecule to histone 4 at the lysine-91 residue.,1172,4.0,5.0,4.0,3,,HistoneH4UbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H4K91 ubiquitin ligase activity,Catalysis of the transfer of ubiquitin to a histone H4 substrate at lysine-91.,1173,5.0,4.0,5.0,3,,HistoneH4UbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H4K91 ubiquitin ligase activity,Catalysis of the transfer of ubiquitin to a histone H4 substrate at position 91.,1174,4.0,4.0,4.0,3,,HistoneH4UbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H4K91 ubiquitin ligase activity,Catalysis of the transfer of ubiquitin to lysine at position 91 of the histone H4 protein.,1175,5.0,4.0,5.0,3,,HistoneH4UbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H4K91 ubiquitin ligase activity,The function of a class of enzymes that can attach ubiquitin proteins to histone H4 at the lysine 91 residue (K91).,1176,5.0,4.0,5.0,3,,HistoneH4UbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,retrotransposon silencing by RNA-directed DNA methylation,A biological process involved in regulating the expression of retrotransposons through the action of RNA-directed DNA methylation. Retrotransposons are repetitive DNA sequences found within genomes that can lead to genomic instability and mutations if active. This process encompasses retrotransposon silencing by heterochromatin formation and is a subclass of gene silencing by RNA-directed DNA methylation.,1177,3.0,3.0,3.0,5,,GeneSilencingByRNADirectedDNAMethylation | RetrotransposonSilencingByHeterochromatinFormation,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,retrotransposon silencing by RNA-directed DNA methylation,"A retrotransposon silencing mechanism mediated by RNA-directed DNA methylation. RNA-directed DNA methylation is a gene silencing process in which small interfering RNAs (siRNAs) guide DNA methylation to the siRNA-generating genomic loci and other loci that are homologous to the siRNAs for de novo DNA methylation. This results in a heterochromatin assembly, a chromatin conformation that is refractory to transcription.",1178,2.0,3.0,2.0,5,,GeneSilencingByRNADirectedDNAMethylation | RetrotransposonSilencingByHeterochromatinFormation,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,retrotransposon silencing by RNA-directed DNA methylation,A process in which retrotransposons are silenced by the formation of heterochromatin through RNA-directed DNA methylation.,1179,5.0,5.0,5.0,5,,GeneSilencingByRNADirectedDNAMethylation | RetrotransposonSilencingByHeterochromatinFormation,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,retrotransposon silencing by RNA-directed DNA methylation,"A small RNA-based gene silencing process that is guided by small interfering RNAs (siRNAs) to cause DNA methylation, resulting in the silencing of retrotransposons. Like general RNA-directed DNA methylation, this process involves the biogenesis of siRNAs, the production of scaffold RNAs, and the formation of a guiding complex that recruits de novo DNA methyltransferases to the retrotransposon loci for methylation. This leads to the formation of heterochromatin at these loci and thus transcriptional silencing of the retrotransposons.",1180,2.0,3.0,2.0,5,,GeneSilencingByRNADirectedDNAMethylation | RetrotransposonSilencingByHeterochromatinFormation,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,retrotransposon silencing by RNA-directed DNA methylation,"A subcategory of gene regulation processes that suppresses certain genetic elements, particularly retrotransposons, through RNA-mediated modifications at the DNA level and the formation of a denser, tightly packed form of DNA called heterochromatin. This process effectively 'silences' or turns off certain genes, preventing their expression or manifestation in an organism's phenotype, thus playing an essential role in maintaining the genomic integrity and stability of an organism.",1181,2.0,3.0,2.0,5,,GeneSilencingByRNADirectedDNAMethylation | RetrotransposonSilencingByHeterochromatinFormation,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,retrotransposon silencing by RNA-directed DNA methylation,"Gene silencing of a retrotransposon by the introduction of small interfering RNAs (siRNAs) that direct de novo DNA methylation to the target retrotransposon sequence. This results in heterochromatin formation in the target sequence, leading to its transcriptional silencing.",1182,5.0,4.0,5.0,5,,GeneSilencingByRNADirectedDNAMethylation | RetrotransposonSilencingByHeterochromatinFormation,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,siRNA-mediated retrotransposon silencing by mRNA destabilization,A process in which small interfering RNAs (siRNAs) mediate the silencing of retrotransposons by destabilizing their mRNA molecules.,1183,5.0,5.0,5.0,4,,RetrotransposonSilencingByMRNADestabilization,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,siRNA-mediated retrotransposon silencing by mRNA destabilization,A retrotransposon silencing mechanism in which mRNAs transcribed from transposons are targeted for degradation by a siRNA.,1184,5.0,5.0,5.0,4,,RetrotransposonSilencingByMRNADestabilization,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,siRNA-mediated retrotransposon silencing by mRNA destabilization,"A siRNA-mediated retrotransposon silencing pathway in which small interfering RNAs (siRNAs) direct the cleavage of target mRNAs that encode retrotransposons. Once incorporated into a RNA-induced silencing complex (RISC), an siRNA will typically direct cleavage by base pairing with perfect or near-perfect complementarity to the target mRNA encoding a retrotransposon.",1185,3.0,3.0,3.0,4,,RetrotransposonSilencingByMRNADestabilization,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,siRNA-mediated retrotransposon silencing by mRNA destabilization,"A sophisticated mechanism in the field of molecular biology, broadly understood as a regulatory process that serves to suppress retrotransposon activity utilizing small interfering RNAs (siRNA). The siRNAs, typically 20-25 nucleotides long, engage with an mRNA molecule corresponding to a retrotransposon, guiding complexes that degrade or destabilize the mRNA. This process prevents the mRNA from being efficiently translated into protein, thus impeding the retrotransposon from copying itself or regaining activity.",1186,3.0,3.0,3.0,4,,RetrotransposonSilencingByMRNADestabilization,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,siRNA-mediated retrotransposon silencing by mRNA destabilization,"A specific mechanism of gene regulation that utilizes small interfering RNA (siRNA) molecules to target and degrade the mRNA transcripts derived from retrotransposons, preventing them from being translated into functional proteins.",1187,3.0,3.0,3.0,4,,RetrotransposonSilencingByMRNADestabilization,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,siRNA-mediated retrotransposon silencing by mRNA destabilization,"An siRNA-mediated retrotransposon silencing pathway in which small interfering RNAs (siRNAs) direct the destabilization of retrotransposon mRNAs. This can lead to a decrease in the frequency, rate, or extent of retrotransposition.",1188,3.0,3.0,3.0,4,,RetrotransposonSilencingByMRNADestabilization,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ribosome hibernation,"A biological phenomenon that refers to the state of dormancy or inactivity of ribosomes in a cell under certain conditions, such as unfavorable temperatures, nutrient limitations, antibiotics exposure, and various other stresses. During hibernation, the ribosomes halt protein synthesis and undergo structural changes to form inactive complexes, thus conserving energy and reducing metabolic activities. Misregulation or disruption of this process can potentially contribute to diseases like cancer, where accelerated ribosome biogenesis is a key feature.",1189,2.0,3.0,2.0,4,,NegativeRegulationOfRibosomeBiogenesis,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ribosome hibernation,"A cellular process that results in the silencing of ribosomes in quiescent cells. Quiescence takes place when cells encounter unfavorable conditions and cease to grow in bacteria and yeast. It also takes place in some specialized cells in higher eukaryotes, such as eggs. Ribosomes in a hibernation state are kept silent via association with proteins with inhibitory and protective functions.",1190,3.0,4.0,3.0,3,,NegativeRegulationOfRibosomeBiogenesis,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ribosome hibernation,A cellular process characterized by the negative regulation of ribosome biogenesis. It allows cells to conserve energy and resources during periods of stress or nutrient scarcity.,1191,4.0,4.0,4.0,3,,NegativeRegulationOfRibosomeBiogenesis,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ribosome hibernation,"A process that decreases ribosome biogenesis, thus leading to a cessation of or decrease in protein translation.",1192,5.0,5.0,5.0,3,,NegativeRegulationOfRibosomeBiogenesis,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ribosome hibernation,"A process that negatively modulates the frequency, rate or extent of ribosome biogenesis.",1193,5.0,4.0,4.0,4,,NegativeRegulationOfRibosomeBiogenesis,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,ribosome hibernation,"The process by which a cell reduces or stops the synthesis of ribosomes, leading to their degradation.",1194,4.0,4.0,4.0,3,,NegativeRegulationOfRibosomeBiogenesis,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,effector-mediated induction of cell cycle reactivation in host,"A biological process where a symbiont, such as bacteria, viruses, or fungi, invades a host organism, causing a shift or change in the host's cell cycle. This can potentially lead to uncontrolled cell growth or even tumor formation in the host organism, contributing to disease progression.",1195,3.0,4.0,3.0,3,,EffectorMediatedModulationOfHostProcessBySymbiont,"{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,effector-mediated induction of cell cycle reactivation in host,"A symbiont process in which a molecule secreted by the symbiont reactivates the host cell cycle, resulting in DNA synthesis and host cell division, and contributing to vegetative tumor formation.",1196,4.0,4.0,4.0,3,,EffectorMediatedModulationOfHostProcessBySymbiont,"{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,effector-mediated induction of cell cycle reactivation in host,A symbiont process in which an effector molecule secreted by the symbiont activates cell cycle reactivation in the host. This process is often associated with the induction of tumor or growth in the host organism.,1197,4.0,4.0,4.0,3,,EffectorMediatedModulationOfHostProcessBySymbiont,"{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,effector-mediated induction of cell cycle reactivation in host,The process by which a symbiont stimulates the reactivation of the cell cycle in a host organism through the action of effector molecules.,1198,5.0,5.0,5.0,5,,EffectorMediatedModulationOfHostProcessBySymbiont,"{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,effector-mediated induction of cell cycle reactivation in host,"The process in which a symbiont secretes a molecule that activates a dormant cell cycle in the host's cells to promote their growth and division, often leading to the formation of a mass of cells in a host organism. This process is often associated with the formation of nodules that provide a parasitic environment for the symbiont to grow.",1199,3.0,4.0,3.0,3,,EffectorMediatedModulationOfHostProcessBySymbiont,"{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
