ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships	is_original	masked_id	expected_label	feature_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_label	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives	task	method	model_name	feature_label	expected_relationships	predicted_relationships	expected_definition	predicted_definition
mondo	progressive myoclonic epilepsy with neuroserpin inclusion bodies	Progressive myoclonic epilepsy with neuroserpin inclusion bodies is a genetic disease caused by an accumulation of a mutant form of neuroserpin. It is characterized by neurodevelopmental regression, cognitive milestone loss and progressive myoclonus epilepsy.	1788	0.0					ProgressiveMyoclonusEpilepsy		False	ProgressiveMyoclonicEpilepsyWithNeuroserpinInclusionBodies				[{'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}]		MONDO:0035160		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	direct	gpt-4	progressive myoclonic epilepsy with neuroserpin inclusion bodies				Progressive myoclonic epilepsy with neuroserpin inclusion bodies is a genetic disease caused by an accumulation of a mutant form of neuroserpin. It is characterized by neurodevelopmental regression, cognitive milestone loss and progressive myoclonus epilepsy.
mondo	progressive myoclonic epilepsy with neuroserpin inclusion bodies	Progressive myoclonic epilepsy with neuroserpin inclusion bodies is a type of progressive myoclonic epilepsy characterized by the presence of neuroserpin inclusion bodies in the brain.	1789	0.0					ProgressiveMyoclonusEpilepsy		False	ProgressiveMyoclonicEpilepsyWithNeuroserpinInclusionBodies				[{'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}]		MONDO:0035160		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	direct	gpt-3.5-turbo	progressive myoclonic epilepsy with neuroserpin inclusion bodies				Progressive myoclonic epilepsy with neuroserpin inclusion bodies is a type of progressive myoclonic epilepsy characterized by the presence of neuroserpin inclusion bodies in the brain.
mondo	progressive myoclonic epilepsy with neuroserpin inclusion bodies	Progressive myoclonus epilepsy with neuroserpin inclusion bodies is a rare form of progressive myoclonic epilepsy characterized by the presence of serpin-1 (neuroserpin) protein aggregates in neurons. The disease is caused by mutations in the SERPINA2 gene.	1790	0.0					ProgressiveMyoclonusEpilepsy		False	ProgressiveMyoclonicEpilepsyWithNeuroserpinInclusionBodies				[{'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}]		MONDO:0035160		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	direct	nous-hermes-13b	progressive myoclonic epilepsy with neuroserpin inclusion bodies				Progressive myoclonus epilepsy with neuroserpin inclusion bodies is a rare form of progressive myoclonic epilepsy characterized by the presence of serpin-1 (neuroserpin) protein aggregates in neurons. The disease is caused by mutations in the SERPINA2 gene.
mondo	cap myopathy 2	A form of muscular dystrophy characterized by the presence of abnormal protein aggregates in skeletal and cardiac muscle tissue.	1791	0.0					CapMyopathy		False	CapMyopathy2				[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	direct	nous-hermes-13b	cap myopathy 2				A form of muscular dystrophy characterized by the presence of abnormal protein aggregates in skeletal and cardiac muscle tissue.
mondo	cap myopathy 2	A specific type of muscle disorder that falls under the broader category of Cap myopathy	1792	0.0					CapMyopathy		False	CapMyopathy2				[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	background	gpt-3.5-turbo	cap myopathy 2				A specific type of muscle disorder that falls under the broader category of Cap myopathy
mondo	cap myopathy 2	A unique form of the genetic muscle disorder Cap Myopathy, characterized by specific genetic mutations, clinical manifestations, or diagnostic criteria that may cause muscle atrophy and weakness, respiratory issues, difficulty with limb movements, and caps in muscle fibers.	1793	0.0					CapMyopathy		False	CapMyopathy2				[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	background	gpt-4	cap myopathy 2				A unique form of the genetic muscle disorder Cap Myopathy, characterized by specific genetic mutations, clinical manifestations, or diagnostic criteria that may cause muscle atrophy and weakness, respiratory issues, difficulty with limb movements, and caps in muscle fibers.
mondo	cap myopathy 2	Cap Myopathy 2 is a subtype of Cap Myopathy	1794	0.0					CapMyopathy		False	CapMyopathy2				[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	direct	gpt-4	cap myopathy 2				Cap Myopathy 2 is a subtype of Cap Myopathy
mondo	cap myopathy 2	Myopathy characterized by the presence of caps or structures made of part of the plasma membrane of muscle fibers	1795	0.0					CapMyopathy		False	CapMyopathy2				[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	direct	gpt-3.5-turbo	cap myopathy 2				Myopathy characterized by the presence of caps or structures made of part of the plasma membrane of muscle fibers
mondo	autosomal recessive spastic paraplegia type 85	A very rare, complex subtype of hereditary spastic paraplegia characterized by a slowly progressive spasticity of lower limbs (resulting in difficulty walking) and intellectual disability. Additional signs and symptoms may include peripheral neuropathy, amyotrophy, and cerebellar signs (like nystagmus or dysarthria).	1796	0.0					AutosomalRecessiveComplexSpasticParaplegia		False	AutosomalRecessiveSpasticParaplegiaType85				[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0858990		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	direct	gpt-4	autosomal recessive spastic paraplegia type 85				A very rare, complex subtype of hereditary spastic paraplegia characterized by a slowly progressive spasticity of lower limbs (resulting in difficulty walking) and intellectual disability. Additional signs and symptoms may include peripheral neuropathy, amyotrophy, and cerebellar signs (like nystagmus or dysarthria).
mondo	autosomal recessive spastic paraplegia type 85	Any hereditary spastic paraplegia in which the cause of the disease is a mutation in the TUBB2 gene.	1797	0.0					AutosomalRecessiveComplexSpasticParaplegia		False	AutosomalRecessiveSpasticParaplegiaType85				[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0858990		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	direct	nous-hermes-13b	autosomal recessive spastic paraplegia type 85				Any hereditary spastic paraplegia in which the cause of the disease is a mutation in the TUBB2 gene.
mondo	autosomal recessive spastic paraplegia type 85	Autosomal recessive spastic paraplegia type 85 is a complex form of hereditary spastic paraplegia that is inherited in an autosomal recessive manner. This rare disorder is characterized by slowly progressive muscle stiffness and weakness primarily affecting the lower limbs, possibly including urinary urgency, cognitive decline, and other complex neurological deficiencies. The onset and severity can differ even within the same family line.	1798	0.0					AutosomalRecessiveComplexSpasticParaplegia		False	AutosomalRecessiveSpasticParaplegiaType85				[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0858990		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	background	gpt-4	autosomal recessive spastic paraplegia type 85				Autosomal recessive spastic paraplegia type 85 is a complex form of hereditary spastic paraplegia that is inherited in an autosomal recessive manner. This rare disorder is characterized by slowly progressive muscle stiffness and weakness primarily affecting the lower limbs, possibly including urinary urgency, cognitive decline, and other complex neurological deficiencies. The onset and severity can differ even within the same family line.
mondo	autosomal recessive spastic paraplegia type 85	Autosomal recessive spastic paraplegia type 85 is a neurodegenerative disorder characterized by early-onset spastic paraplegia, progressive cognitive decline, and dysmorphic facial features. Additional features may include seizures, optic atrophy, and hearing loss. The exact cause of the condition is currently unknown.	1799	0.0					AutosomalRecessiveComplexSpasticParaplegia		False	AutosomalRecessiveSpasticParaplegiaType85				[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0858990		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	direct	gpt-3.5-turbo	autosomal recessive spastic paraplegia type 85				Autosomal recessive spastic paraplegia type 85 is a neurodegenerative disorder characterized by early-onset spastic paraplegia, progressive cognitive decline, and dysmorphic facial features. Additional features may include seizures, optic atrophy, and hearing loss. The exact cause of the condition is currently unknown.
mondo	autosomal recessive spastic paraplegia type 85	Autosomal recessive spastic paraplegia type 85 is a specific subtype of autosomal recessive complex spastic paraplegia (AR-CSP). It is a rare genetic disorder characterized by progressive spasticity and weakness (paraplegia) of the lower limbs. Individuals with this condition typically begin to experience symptoms in early childhood or adolescence, although the age of symptom onset and disease progression can vary. The primary characteristic of AR-CSP type 85 is spasticity, which refers to increased muscle tone and stiffness. Other common symptoms may include muscle weakness, muscle wasting, exaggerated reflexes, and difficulty with coordination and balance. In addition to the physical symptoms, some affected individuals may also exhibit intellectual disability or cognitive impairment. There is currently no cure for AR-CSP type 85, and treatment focuses on managing the symptoms and improving quality of life.	1800	0.0					AutosomalRecessiveComplexSpasticParaplegia		False	AutosomalRecessiveSpasticParaplegiaType85				[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0858990		0.0	0.0	0.0	0.0	0.0	0	0	1	0	definition	background	gpt-3.5-turbo	autosomal recessive spastic paraplegia type 85				Autosomal recessive spastic paraplegia type 85 is a specific subtype of autosomal recessive complex spastic paraplegia (AR-CSP). It is a rare genetic disorder characterized by progressive spasticity and weakness (paraplegia) of the lower limbs. Individuals with this condition typically begin to experience symptoms in early childhood or adolescence, although the age of symptom onset and disease progression can vary. The primary characteristic of AR-CSP type 85 is spasticity, which refers to increased muscle tone and stiffness. Other common symptoms may include muscle weakness, muscle wasting, exaggerated reflexes, and difficulty with coordination and balance. In addition to the physical symptoms, some affected individuals may also exhibit intellectual disability or cognitive impairment. There is currently no cure for AR-CSP type 85, and treatment focuses on managing the symptoms and improving quality of life.
mp	decreased enterocyte apoptosis	reduction in the number of enterocytes undergoing programmed cell death	1801	0.0					AbnormalEnterocyteApoptosis		False	DecreasedEnterocyteApoptosis				[{'predicate': 'subClassOf', 'target': 'AbnormalEnterocyteApoptosis'}]		MP:0014234		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	decreased enterocyte apoptosis			reduction in the timing or the number of enterocytes undergoing programmed cell death	reduction in the number of enterocytes undergoing programmed cell death
mp	decreased enterocyte apoptosis	reduction in the timing or the number of enterocytes undergoing programmed cell death	1802	0.0					AbnormalEnterocyteApoptosis		True	DecreasedEnterocyteApoptosis				[{'predicate': 'subClassOf', 'target': 'AbnormalEnterocyteApoptosis'}]		MP:0014234		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	decreased enterocyte apoptosis			reduction in the timing or the number of enterocytes undergoing programmed cell death	reduction in the number of enterocytes undergoing programmed cell death
mp	decreased enterocyte apoptosis	reduction in the number of epithelial cells that have an apical plasma membrane folded into microvilli to provide ample surface for the absorption of nutrients from the intestinal lumen	1803	0.0					AbnormalEnterocyteApoptosis		False	DecreasedEnterocyteApoptosis				[{'predicate': 'subClassOf', 'target': 'AbnormalEnterocyteApoptosis'}]		MP:0014234		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	decreased enterocyte apoptosis			reduction in the timing or the number of enterocytes undergoing programmed cell death	reduction in the number of epithelial cells that have an apical plasma membrane folded into microvilli to provide ample surface for the absorption of nutrients from the intestinal lumen
mp	decreased enterocyte apoptosis	reduction in the number or timing of enterocytes undergoing programmed cell death	1804	0.0					AbnormalEnterocyteApoptosis		False	DecreasedEnterocyteApoptosis				[{'predicate': 'subClassOf', 'target': 'AbnormalEnterocyteApoptosis'}]		MP:0014234		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	decreased enterocyte apoptosis			reduction in the timing or the number of enterocytes undergoing programmed cell death	reduction in the number or timing of enterocytes undergoing programmed cell death
mp	increased tumor-free survival time	anomaly in the expected duration of remission from cancer	1805	0.0					AbnormalTumorFreeSurvivalTime		False	IncreasedTumorFreeSurvivalTime				[{'predicate': 'subClassOf', 'target': 'AbnormalTumorFreeSurvivalTime'}]		MP:0014236		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	increased tumor-free survival time			increase in the length of time an organism or population of organisms spends free from the signs, symptoms, or occurrence of neoplasms	anomaly in the expected duration of remission from cancer
mp	increased tumor-free survival time	increase in the length of time an organism or population of organisms spends free from the signs, symptoms, or occurrence of neoplasms	1806	0.0					AbnormalTumorFreeSurvivalTime		True	IncreasedTumorFreeSurvivalTime				[{'predicate': 'subClassOf', 'target': 'AbnormalTumorFreeSurvivalTime'}]		MP:0014236		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	increased tumor-free survival time			increase in the length of time an organism or population of organisms spends free from the signs, symptoms, or occurrence of neoplasms	anomaly in the expected duration of remission from cancer
mp	increased tumor-free survival time	greater length of time without the presence of a tumor compared to controls	1807	0.0					AbnormalTumorFreeSurvivalTime		False	IncreasedTumorFreeSurvivalTime				[{'predicate': 'subClassOf', 'target': 'AbnormalTumorFreeSurvivalTime'}]		MP:0014236		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	increased tumor-free survival time			increase in the length of time an organism or population of organisms spends free from the signs, symptoms, or occurrence of neoplasms	greater length of time without the presence of a tumor compared to controls
mp	increased tumor-free survival time	greater than expected period of time during which an organism remains alive and free of tumor growth	1808	0.0					AbnormalTumorFreeSurvivalTime		False	IncreasedTumorFreeSurvivalTime				[{'predicate': 'subClassOf', 'target': 'AbnormalTumorFreeSurvivalTime'}]		MP:0014236		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	increased tumor-free survival time			increase in the length of time an organism or population of organisms spends free from the signs, symptoms, or occurrence of neoplasms	greater than expected period of time during which an organism remains alive and free of tumor growth
mp	abnormal ribosome morphology	any anomaly in the normal structure or arrangement of ribosomes	1809	0.0					AbnormalIntracellularOrganelleMorphology		False	AbnormalRibosomeMorphology				[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganelleMorphology'}]		MP:0014238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	abnormal ribosome morphology			any anomaly in the structure of the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	any anomaly in the normal structure or arrangement of ribosomes
mp	abnormal ribosome morphology	any anomaly in the structure of the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	1810	0.0					AbnormalIntracellularOrganelleMorphology		True	AbnormalRibosomeMorphology				[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganelleMorphology'}]		MP:0014238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	abnormal ribosome morphology			any anomaly in the structure of the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	any anomaly in the normal structure or arrangement of ribosomes
mp	abnormal ribosome morphology	any structural anomaly of the cytoplasmic organelle involved in protein synthesis, which is composed of rRNA and protein	1811	0.0					AbnormalIntracellularOrganelleMorphology		False	AbnormalRibosomeMorphology				[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganelleMorphology'}]		MP:0014238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	abnormal ribosome morphology			any anomaly in the structure of the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	any structural anomaly of the cytoplasmic organelle involved in protein synthesis, which is composed of rRNA and protein
mp	abnormal ribosome morphology	any structural anomaly of the small organelle that is the site of protein synthesis in a cell	1812	0.0					AbnormalIntracellularOrganelleMorphology		False	AbnormalRibosomeMorphology				[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganelleMorphology'}]		MP:0014238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	abnormal ribosome morphology			any anomaly in the structure of the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	any structural anomaly of the small organelle that is the site of protein synthesis in a cell
mp	abnormal ribosome physiology	any abnormal function or characteristics of the ribosome	1813	0.0					AbnormalIntracellularOrganellePhysiology		False	AbnormalRibosomePhysiology				[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganellePhysiology'}]		MP:0014240		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	abnormal ribosome physiology			any functional anomaly in the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	any abnormal function or characteristics of the ribosome
mp	abnormal ribosome physiology	any functional anomaly in the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	1814	0.0					AbnormalIntracellularOrganellePhysiology		True	AbnormalRibosomePhysiology				[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganellePhysiology'}]		MP:0014240		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	abnormal ribosome physiology			any functional anomaly in the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	any abnormal function or characteristics of the ribosome
mp	abnormal ribosome physiology	any anomaly in the ability of cells to clear a ribosomal complex that has become stuck in the process of translational elongation	1815	0.0					AbnormalIntracellularOrganellePhysiology		False	AbnormalRibosomePhysiology				[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganellePhysiology'}]		MP:0014240		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	abnormal ribosome physiology			any functional anomaly in the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	any anomaly in the ability of cells to clear a ribosomal complex that has become stuck in the process of translational elongation
mp	abnormal ribosome physiology	any functional anomaly of the ribosome, the organelle responsible for protein synthesis	1816	0.0					AbnormalIntracellularOrganellePhysiology		False	AbnormalRibosomePhysiology				[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganellePhysiology'}]		MP:0014240		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	abnormal ribosome physiology			any functional anomaly in the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA	any functional anomaly of the ribosome, the organelle responsible for protein synthesis
mp	abnormal intracellular organelle physiology	any functional anomaly of an intracellular organelle	1817	0.0					AbnormalCellPhysiology		False	AbnormalIntracellularOrganellePhysiology				[{'predicate': 'subClassOf', 'target': 'AbnormalCellPhysiology'}]		MP:0014241		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	abnormal intracellular organelle physiology			any functional anomaly in the organized components of distincive morphology and function that occur within a cell	any functional anomaly of an intracellular organelle
mp	abnormal intracellular organelle physiology	any functional anomaly in the organized components of distincive morphology and function that occur within a cell	1818	0.0					AbnormalCellPhysiology		True	AbnormalIntracellularOrganellePhysiology				[{'predicate': 'subClassOf', 'target': 'AbnormalCellPhysiology'}]		MP:0014241		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	abnormal intracellular organelle physiology			any functional anomaly in the organized components of distincive morphology and function that occur within a cell	any functional anomaly of an intracellular organelle
mp	abnormal intracellular organelle physiology	any functional anomaly of the vital processes associated with the organelles within a cell	1819	0.0					AbnormalCellPhysiology		False	AbnormalIntracellularOrganellePhysiology				[{'predicate': 'subClassOf', 'target': 'AbnormalCellPhysiology'}]		MP:0014241		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	abnormal intracellular organelle physiology			any functional anomaly in the organized components of distincive morphology and function that occur within a cell	any functional anomaly of the vital processes associated with the organelles within a cell
mp	abnormal intracellular organelle physiology	any functional anomaly of the vital processes of the cell	1820	0.0					AbnormalCellPhysiology		False	AbnormalIntracellularOrganellePhysiology				[{'predicate': 'subClassOf', 'target': 'AbnormalCellPhysiology'}]		MP:0014241		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	abnormal intracellular organelle physiology			any functional anomaly in the organized components of distincive morphology and function that occur within a cell	any functional anomaly of the vital processes of the cell
mp	abnormal ribosome assembly	any anomaly in the formation of the ribosome and of its subunits	1821	0.0					AbnormalRibosomeBiogenesis		False	AbnormalRibosomeAssembly				[{'predicate': 'subClassOf', 'target': 'AbnormalRibosomeBiogenesis'}]		MP:0014243		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	abnormal ribosome assembly			any anomaly in the process that results in the aggregation, arrangement and bonding together of the mature ribosome and of its subunits	any anomaly in the formation of the ribosome and of its subunits
mp	abnormal ribosome assembly	any anomaly in the process that results in the aggregation, arrangement and bonding together of the mature ribosome and of its subunits	1822	0.0					AbnormalRibosomeBiogenesis		True	AbnormalRibosomeAssembly				[{'predicate': 'subClassOf', 'target': 'AbnormalRibosomeBiogenesis'}]		MP:0014243		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	abnormal ribosome assembly			any anomaly in the process that results in the aggregation, arrangement and bonding together of the mature ribosome and of its subunits	any anomaly in the formation of the ribosome and of its subunits
mp	abnormal ribosome assembly	any structural anomaly of the process that activates or increases the frequency, rate or extent of ribosome biogenesis	1823	0.0					AbnormalRibosomeBiogenesis		False	AbnormalRibosomeAssembly				[{'predicate': 'subClassOf', 'target': 'AbnormalRibosomeBiogenesis'}]		MP:0014243		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	abnormal ribosome assembly			any anomaly in the process that results in the aggregation, arrangement and bonding together of the mature ribosome and of its subunits	any structural anomaly of the process that activates or increases the frequency, rate or extent of ribosome biogenesis
mp	abnormal ribosome assembly	impaired production or aggregation of ribosomes	1824	0.0					AbnormalRibosomeBiogenesis		False	AbnormalRibosomeAssembly				[{'predicate': 'subClassOf', 'target': 'AbnormalRibosomeBiogenesis'}]		MP:0014243		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	abnormal ribosome assembly			any anomaly in the process that results in the aggregation, arrangement and bonding together of the mature ribosome and of its subunits	impaired production or aggregation of ribosomes
mp	abnormal cellular ATP level	anomaly in the amount of adenosine triphosphate (ATP) present within cells	1825	0.0					AbnormalCellMorphology | AbnormalHomeostasis		False	AbnormalCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellMorphology'}, {'predicate': 'subClassOf', 'target': 'AbnormalHomeostasis'}]		MP:0014244		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	abnormal cellular ATP level			anomaly in the amount of the major energy source adenosine triphosphate inside cells	anomaly in the amount of adenosine triphosphate (ATP) present within cells
mp	abnormal cellular ATP level	anomaly in the amount of the major energy source adenosine triphosphate inside cells	1826	0.0					AbnormalCellMorphology | AbnormalHomeostasis		True	AbnormalCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellMorphology'}, {'predicate': 'subClassOf', 'target': 'AbnormalHomeostasis'}]		MP:0014244		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	abnormal cellular ATP level			anomaly in the amount of the major energy source adenosine triphosphate inside cells	anomaly in the amount of adenosine triphosphate (ATP) present within cells
mp	abnormal cellular ATP level	anomaly in the amount of adenosine triphosphate, which acts as the major energy source within the cell, either being too much or too little	1827	0.0					AbnormalCellMorphology | AbnormalHomeostasis		False	AbnormalCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellMorphology'}, {'predicate': 'subClassOf', 'target': 'AbnormalHomeostasis'}]		MP:0014244		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	abnormal cellular ATP level			anomaly in the amount of the major energy source adenosine triphosphate inside cells	anomaly in the amount of adenosine triphosphate, which acts as the major energy source within the cell, either being too much or too little
mp	abnormal cellular ATP level	anomaly in the amount of the major energy source adenosine triphosphate produced by cells	1828	0.0					AbnormalCellMorphology | AbnormalHomeostasis		False	AbnormalCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellMorphology'}, {'predicate': 'subClassOf', 'target': 'AbnormalHomeostasis'}]		MP:0014244		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	abnormal cellular ATP level			anomaly in the amount of the major energy source adenosine triphosphate inside cells	anomaly in the amount of the major energy source adenosine triphosphate produced by cells
mp	increased cellular ATP level	anomaly in the amount of the major energy source adenosine triphosphate produced by cells	1829	0.0					AbnormalCellularATPLevel		False	IncreasedCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellularATPLevel'}]		MP:0014245		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	increased cellular ATP level			elevated concentration of the major energy source adenosine triphosphate inside cells	anomaly in the amount of the major energy source adenosine triphosphate produced by cells
mp	increased cellular ATP level	elevated concentration of the major energy source adenosine triphosphate inside cells	1830	0.0					AbnormalCellularATPLevel		True	IncreasedCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellularATPLevel'}]		MP:0014245		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	increased cellular ATP level			elevated concentration of the major energy source adenosine triphosphate inside cells	anomaly in the amount of the major energy source adenosine triphosphate produced by cells
mp	increased cellular ATP level	elevated amount of the major energy source adenosine triphosphate produced by a cell	1831	0.0					AbnormalCellularATPLevel		False	IncreasedCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellularATPLevel'}]		MP:0014245		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	increased cellular ATP level			elevated concentration of the major energy source adenosine triphosphate inside cells	elevated amount of the major energy source adenosine triphosphate produced by a cell
mp	increased cellular ATP level	elevated amount of the major energy source adenosine triphosphate produced by cells	1832	0.0					AbnormalCellularATPLevel		False	IncreasedCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellularATPLevel'}]		MP:0014245		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	increased cellular ATP level			elevated concentration of the major energy source adenosine triphosphate inside cells	elevated amount of the major energy source adenosine triphosphate produced by cells
mp	decreased cellular ATP level	reduced concentration of adenosine triphosphate within a cell	1833	0.0					AbnormalCellularATPLevel		False	DecreasedCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellularATPLevel'}]		MP:0014246		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	decreased cellular ATP level			reduced concentration of the major energy source adenosine triphosphate inside cells	reduced concentration of adenosine triphosphate within a cell
mp	decreased cellular ATP level	reduced concentration of the major energy source adenosine triphosphate inside cells	1834	0.0					AbnormalCellularATPLevel		True	DecreasedCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellularATPLevel'}]		MP:0014246		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	decreased cellular ATP level			reduced concentration of the major energy source adenosine triphosphate inside cells	reduced concentration of adenosine triphosphate within a cell
mp	decreased cellular ATP level	reduced concentration of the major energy source adenosine triphosphate at the cellular level	1835	0.0					AbnormalCellularATPLevel		False	DecreasedCellularATPLevel				[{'predicate': 'subClassOf', 'target': 'AbnormalCellularATPLevel'}]		MP:0014246		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	decreased cellular ATP level			reduced concentration of the major energy source adenosine triphosphate inside cells	reduced concentration of the major energy source adenosine triphosphate at the cellular level
