ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships
go	siRNA-mediated retrotransposon silencing by mRNA destabilization	A process in which small interfering RNAs (siRNAs) mediate the silencing of retrotransposons by destabilizing their mRNA molecules.	1183						RetrotransposonSilencingByMRNADestabilization	
go	siRNA-mediated retrotransposon silencing by mRNA destabilization	A retrotransposon silencing mechanism in which mRNAs transcribed from transposons are targeted for degradation by a siRNA.	1184						RetrotransposonSilencingByMRNADestabilization	
go	siRNA-mediated retrotransposon silencing by mRNA destabilization	A siRNA-mediated retrotransposon silencing pathway in which small interfering RNAs (siRNAs) direct the cleavage of target mRNAs that encode retrotransposons. Once incorporated into a RNA-induced silencing complex (RISC), an siRNA will typically direct cleavage by base pairing with perfect or near-perfect complementarity to the target mRNA encoding a retrotransposon.	1185						RetrotransposonSilencingByMRNADestabilization	
go	siRNA-mediated retrotransposon silencing by mRNA destabilization	A sophisticated mechanism in the field of molecular biology, broadly understood as a regulatory process that serves to suppress retrotransposon activity utilizing small interfering RNAs (siRNA). The siRNAs, typically 20-25 nucleotides long, engage with an mRNA molecule corresponding to a retrotransposon, guiding complexes that degrade or destabilize the mRNA. This process prevents the mRNA from being efficiently translated into protein, thus impeding the retrotransposon from copying itself or regaining activity.	1186						RetrotransposonSilencingByMRNADestabilization	
go	siRNA-mediated retrotransposon silencing by mRNA destabilization	A specific mechanism of gene regulation that utilizes small interfering RNA (siRNA) molecules to target and degrade the mRNA transcripts derived from retrotransposons, preventing them from being translated into functional proteins.	1187						RetrotransposonSilencingByMRNADestabilization	
go	siRNA-mediated retrotransposon silencing by mRNA destabilization	An siRNA-mediated retrotransposon silencing pathway in which small interfering RNAs (siRNAs) direct the destabilization of retrotransposon mRNAs. This can lead to a decrease in the frequency, rate, or extent of retrotransposition.	1188						RetrotransposonSilencingByMRNADestabilization	
go	ribosome hibernation	A biological phenomenon that refers to the state of dormancy or inactivity of ribosomes in a cell under certain conditions, such as unfavorable temperatures, nutrient limitations, antibiotics exposure, and various other stresses. During hibernation, the ribosomes halt protein synthesis and undergo structural changes to form inactive complexes, thus conserving energy and reducing metabolic activities. Misregulation or disruption of this process can potentially contribute to diseases like cancer, where accelerated ribosome biogenesis is a key feature.	1189						NegativeRegulationOfRibosomeBiogenesis	
go	ribosome hibernation	A cellular process that results in the silencing of ribosomes in quiescent cells. Quiescence takes place when cells encounter unfavorable conditions and cease to grow in bacteria and yeast. It also takes place in some specialized cells in higher eukaryotes, such as eggs. Ribosomes in a hibernation state are kept silent via association with proteins with inhibitory and protective functions.	1190						NegativeRegulationOfRibosomeBiogenesis	
go	ribosome hibernation	A cellular process characterized by the negative regulation of ribosome biogenesis. It allows cells to conserve energy and resources during periods of stress or nutrient scarcity.	1191						NegativeRegulationOfRibosomeBiogenesis	
go	ribosome hibernation	A process that decreases ribosome biogenesis, thus leading to a cessation of or decrease in protein translation.	1192						NegativeRegulationOfRibosomeBiogenesis	
go	ribosome hibernation	A process that negatively modulates the frequency, rate or extent of ribosome biogenesis.	1193						NegativeRegulationOfRibosomeBiogenesis	
go	ribosome hibernation	The process by which a cell reduces or stops the synthesis of ribosomes, leading to their degradation.	1194						NegativeRegulationOfRibosomeBiogenesis	
go	effector-mediated induction of cell cycle reactivation in host	A biological process where a symbiont, such as bacteria, viruses, or fungi, invades a host organism, causing a shift or change in the host's cell cycle. This can potentially lead to uncontrolled cell growth or even tumor formation in the host organism, contributing to disease progression.	1195						EffectorMediatedModulationOfHostProcessBySymbiont	{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}
go	effector-mediated induction of cell cycle reactivation in host	A symbiont process in which a molecule secreted by the symbiont reactivates the host cell cycle, resulting in DNA synthesis and host cell division, and contributing to vegetative tumor formation.	1196						EffectorMediatedModulationOfHostProcessBySymbiont	{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}
go	effector-mediated induction of cell cycle reactivation in host	A symbiont process in which an effector molecule secreted by the symbiont activates cell cycle reactivation in the host. This process is often associated with the induction of tumor or growth in the host organism.	1197						EffectorMediatedModulationOfHostProcessBySymbiont	{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}
go	effector-mediated induction of cell cycle reactivation in host	The process by which a symbiont stimulates the reactivation of the cell cycle in a host organism through the action of effector molecules.	1198						EffectorMediatedModulationOfHostProcessBySymbiont	{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}
go	effector-mediated induction of cell cycle reactivation in host	The process in which a symbiont secretes a molecule that activates a dormant cell cycle in the host's cells to promote their growth and division, often leading to the formation of a mass of cells in a host organism. This process is often associated with the formation of nodules that provide a parasitic environment for the symbiont to grow.	1199						EffectorMediatedModulationOfHostProcessBySymbiont	{'predicate': 'PartOf', 'target': 'InductionBySymbiontOfTumorOrGrowthInHost'}
go	perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization	The action of the symbiont causing the depolymerization (or breaking down) of the filamentous actin, subsequently disrupting the integrity and functioning of the actin cytoskeleton within the host cell.	1200						PerturbationBySymbiontOfHostActinCytoskeleton	
go	perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization	The process in which an organism effects a change that impairs the structure or function of the host actin cytoskeleton by depolymerizing the host filamentous actin. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1201						PerturbationBySymbiontOfHostActinCytoskeleton	
go	perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization	The breakdown, by the symbiont, of actin filaments within a host cell's cytoskeleton. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1202						PerturbationBySymbiontOfHostActinCytoskeleton	
go	perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization	The process in which an organism effects a change in the host actin cytoskeleton by depolymerizing filamentous actin. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1203						PerturbationBySymbiontOfHostActinCytoskeleton	
go	perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization	The process in which an organism effects a change in the host cells actin cytoskeleton by depolymerizing filamentous actin. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1204						PerturbationBySymbiontOfHostActinCytoskeleton	
go	perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization	The specific biological process or event where a symbiotic organism manipulates or impacts the host's actin cytoskeleton through the depolymerization of filamentous actin. This perturbation can have significant effects on the structure and function of the host cell or organism.	1205						PerturbationBySymbiontOfHostActinCytoskeleton	
go	very-long-chain 3-oxoacyl-CoA reductase activity	Catalysis of the reaction: (R)-3-hydroxyacyl-CoA + NADP+ = (R)-3-oxoacyl-CoA + NADPH + H+.	1206						OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor	{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}
go	very-long-chain 3-oxoacyl-CoA reductase activity	Catalysis of the reaction: a very-long-chain (3R)-3-hydroxyacyl-CoA + NADP+ = a very-long-chain 3-oxoacyl-CoA + H+ + NADPH.	1207						OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor	{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}
go	very-long-chain 3-oxoacyl-CoA reductase activity	Catalysis of the reaction: very long-chain 3-oxoacyl-CoA + NADP+ = very long-chain 3-hydroxyacyl-CoA + H+ + NADPH.	1208						OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor	{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}
go	very-long-chain 3-oxoacyl-CoA reductase activity	Catalysis of the reaction: very-long-chain 3-oxoacyl-CoA + NADP+ = very-long-chain (R)-3-hydroxyacyl-CoA + NADPH.	1209						OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor	{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}
go	very-long-chain 3-oxoacyl-CoA reductase activity	Catalysis of the reaction: very-long-chain 3-oxoacyl-CoA + NADPH + H+ = very-long-chain (R)-3-hydroxyacyl-CoA + NADP.	1210						OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor	{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}
go	disruption of extracellular matrix of another organism	Alterations or disturbance in the framework of proteins and carbohydrates outside of the cells, also known as the extracellular matrix (ECM), in another separate organism, implying inter-species interactions due to various factors such as diseases, infections, external perturbations, or engineered experimental manipulations.	1211						DisruptionOfCellularAnatomicalStructureInAnotherOrganism	
go	disruption of extracellular matrix of another organism	The chemical reactions and pathways performed by an organism resulting in the breakdown of the extracellular matrix of another organism.	1212						DisruptionOfCellularAnatomicalStructureInAnotherOrganism	
go	disruption of extracellular matrix of another organism	The alteration or interference with the structure and function of the extracellular matrix (ECM) in a different organism, leading to damage or temporary subversion of that structure. This disruption can have significant consequences on the overall health and functioning of the affected organism.	1213						DisruptionOfCellularAnatomicalStructureInAnotherOrganism	
go	disruption of extracellular matrix of another organism	The disruption of the extracellular matrix of another organism, leading to damage or temporary subversion of that structure. In some cases, this can cause malfunctioning of the cells and death of the target organism.	1214						DisruptionOfCellularAnatomicalStructureInAnotherOrganism	
go	disruption of extracellular matrix of another organism	The process by which a symbiont effects a change in the structure or function of an intercellular junction of the host. Intercellular junction include tight junctions and adherens junctions.	1215						DisruptionOfCellularAnatomicalStructureInAnotherOrganism	
go	disruption of extracellular matrix of another organism	The process in which a symbiont causes damage to the extracellular matrix within the host organism, often leading to a weakening of structural integrity or altered function.	1216						DisruptionOfCellularAnatomicalStructureInAnotherOrganism	
go	Atg8-family conjugating enzyme activity	Isoenergetic transfer of an Atg8 family modifer from one protein to a phosphatidylethanolamine or  phosphatidylserine on a membrane, via the reaction X-Atg8 + Y = Y-Atg8 + X.	1217						UbiquitinLikeProteinConjugatingEnzymeActivity	
go	membrane tag activity	A subclass of molecular tag activity specifically related to cell membranes.	1218						MolecularTagActivity	
go	membrane tag activity	A molecular function exhibited by a protein that is covalently attached (AKA tagged or conjugated) to a lipid, where it acts as a marker for a membrane, recognized by the cellular apparatus to target the tagged protein for some cellular process such as autophagy.	1219						MolecularTagActivity	
go	membrane tag activity	An activity that involves the attachment or incorporation of a molecule to the surface of a cell, often through specific receptors.	1220						MolecularTagActivity	
go	membrane tag activity	Specialized activity in which biological molecules are tagged within or on the cell membrane for detection, tracking or managing pathways and processes.	1221						MolecularTagActivity	
go	membrane tag activity	The activity of attaching a tag or label to a molecule or structure that is associated with a membrane.	1222						MolecularTagActivity	
go	membrane tag activity	The binding activity of a molecule that effects the membrane localization of the tagged target molecule.	1223						MolecularTagActivity	
go	protein-glutathione oxidoreductase (glutathione) activity	Catalysis of the reaction where the protein-glutathione oxidoreductase enzyme acts on sulfur group donors with a disulfide molecule as the acceptor, reducing or oxidizing glutathione to maintain cellular health. It also speeds up biochemical reactions involving proteins.	1224						DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein	
go	protein-glutathione oxidoreductase (glutathione) activity	Catalysis of the reaction: glutathionylated protein (PSSG) + glutathione (GSH) = protein-thiol (PSH) + glutathione disulfide (GSSG). The reaction may proceed via a 'monothiol' or 'dithiol' mechanism.	1225						DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein	
go	protein-glutathione oxidoreductase (glutathione) activity	Catalysis of the reaction: 2 glutathione + protein-disulfide = glutathione disulfide+ protein-dithiol.	1226						DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein	
go	protein-glutathione oxidoreductase (glutathione) activity	Catalysis of the reaction: glutathione + protein disulfide = oxidized glutathione + reduced protein.	1227						DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein	
go	protein-glutathione oxidoreductase (glutathione) activity	Catalysis of the reaction: protein-glutathione + protein = protein disulfide + glutathione.	1228						DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein	
go	protein-glutathione oxidoreductase (glutathione) activity	The enzymatic process that involves the transfer of electrons between a protein and glutathione, leading to the reduction of disulfide bonds in the protein.	1229						DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein	
go	histone H2B ubiquitin ligase activity	Catalysis of the transfer of ubiquitin to a histone H2B substrate.	1230						HistoneUbiquitinLigaseActivity	
go	histone H2B ubiquitin ligase activity	Catalysis of the transfer of ubiquitin to a histone substrate.	1233						HistoneUbiquitinLigaseActivity	
go	histone H4 ubiquitin ligase activity	Catalysis of the reaction: histone H4 + ubiquitin + ATP = histone H4-ubiquitin + ADP. This reaction is the addition of a ubiquitin molecule to the lysine residue at position 16 of histone H4.	1235						HistoneUbiquitinLigaseActivity	
go	histone H4 ubiquitin ligase activity	Catalysis of the transfer of ubiquitin to a histone H4 substrate.	1236						HistoneUbiquitinLigaseActivity	
go	histone H4 ubiquitin ligase activity	The ability to catalyze the transfer of ubiquitin to histone H4 proteins.	1240						HistoneUbiquitinLigaseActivity	
go	disruption of anatomical structure in another organism	A biological process that involves altering the structure of an organism at an anatomical level due to disease, injury, or various types of interference caused by a different organism.	1241						BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms	
go	disruption of anatomical structure in another organism	The disruption of an anatomical structure of another organism, leading to damage or temporary subversion of that structure.	1242						BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms	
go	disruption of anatomical structure in another organism	The process in which an organism affects a change in an anatomical part or cellular component of another organism in an interspecies interaction.	1243						BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms	
go	disruption of anatomical structure in another organism	The process in which an organism effects a change in an anatomical part or cellular component of an organism of different species.	1244						BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms	
go	disruption of anatomical structure in another organism	The process in which an organism effects a change in an anatomical part or cellular component of the host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1245						BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms	
go	disruption of anatomical structure in another organism	The process in which an organism effects a change in the anatomical structure of another organism during interspecies interaction.	1246						BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms	
go	disruption of cell in another organism	A biological process or event where the normal structure or function of a cell in a target organism is disturbed or interrupted, often due to external factors such as the introduction of a pathogen, exposure to toxins, or other environmental triggers. This disruption can result in various physiological responses, potentially causing disease or other health issues in the host organism.	1247						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of cell in another organism	The disruption of a cell of another organism, leading to damage or temporary subversion of that cell.	1248						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of cell in another organism	The breakdown, by the symbiont, of a PML body within a host cell. A PML body is a nuclear body that reacts against SP100 auto-antibodies (PML = promyelocytic leukemia). The host is defined as the larger of the organisms involved in a symbiotic interaction.	1249						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of cell in another organism	The breakdown, malfunctioning, or killing of cells in another organism, sometimes due to activities of a symbiont.	1250						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of cell in another organism	The disruption of a cell in another organism, leading to damage or temporary subversion of that structure. In some cases this can cause malfunctioning of the cells and death of the target organism.	1251						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of cell in another organism	The disruption of a cell within another organism, leading to abnormal functioning or destruction of that cell. This can alter the anatomical structure or processes of the affected organism.	1252						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of tissue in another organism	A phenomenon where the normal structure or function of tissue in one organism is unsettled or disturbed by actions originating from a different organism. This disruption could be physiological, physical, or chemical, and is usually the result of an invasive process by the initiating organism. The term can be applied in contexts of parasitism, pathogenesis, and the study of environmental impacts on ecosystems.	1253						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of tissue in another organism	The disruption of the a tissue of another organism, leading to damage or temporary subversion of that tissue.	1254						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of tissue in another organism	The disruption of a cellular component or tissue within an organism, leading to damage or temporary subversion of that structure. In some cases this can cause malfunctioning of the cells and death of the target organism.	1255						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of tissue in another organism	The disruption of a tissue in another organism, leading to damage or temporary subversion of that structure. In some cases this can cause malfunctioning of the tissue and death of the target organism.	1256						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of tissue in another organism	The disruption of a tissue of another organism, leading to damage or temporary subversion of that structure. In some cases this can cause malfunctioning of the cells and death of the target organism.	1257						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of tissue in another organism	The disruption of tissue in another organism refers to a phenomenon where the anatomical structure of an organism is adversely affected or altered by external factors originating from a different organism. This can involve the alteration, damage, or destruction of cells, organs, or entire systems within the affected organism, leading to functional impairment, disease, or even death in severe cases. Examples include parasitic infections, cancer infiltration, and allergic reactions or immune responses.	1258						DisruptionOfAnatomicalStructureInAnotherOrganism	
go	disruption of host extracellular matrix	A process that results in the disruption or disturbance of the three-dimensional network of extracellular macromolecules of the host organism, including collagen, enzymes, and glycoproteins, affecting the structural and biochemical support to surrounding cells, potentially leading to a variety of biological consequences such as infections, diseases, or immune response anomalies. It is a specific type of disruption in the extracellular matrix which specifically affects the host organism.	1259						DisruptionOfExtracellularMatrixOfAnotherOrganism	
go	disruption of host extracellular matrix	The chemical reactions and pathways performed by an symbiont resulting in the breakdown of the extracellular matrix of its host.	1260						DisruptionOfExtracellularMatrixOfAnotherOrganism	
go	disruption of host extracellular matrix	The disturbance or alteration of the extracellular matrix, which is a complex network of proteins and other molecules surrounding cells in the body, by an external factor such as microbial infections, inflammatory responses, enzymatic degradation, mechanical forces, or interactions with foreign substances or organisms. This disruption can have various impacts on the physiological functions and structural integrity of the host organism, including tissue damage, impaired wound healing, tissue remodeling, facilitation of pathogen invasion and spread, and abnormal cell behavior that could contribute to the development of diseases or disorders.	1261						DisruptionOfExtracellularMatrixOfAnotherOrganism	
go	disruption of host extracellular matrix	The process by which a symbiont breaks down the host's extracellular matrix.	1262						DisruptionOfExtracellularMatrixOfAnotherOrganism	
go	disruption of host extracellular matrix	The process by which the extracellular matrix of a host organism is disrupted, leading to the loss of its structural integrity or function.	1264						DisruptionOfExtracellularMatrixOfAnotherOrganism	
go	intracellular nitrogen homeostasis	A biological process regulating the levels of nitrogen atoms within a cell, forming part of cellular homeostasis.	1265						IntracellularChemicalHomeostasis	{'predicate': 'RegulatesLevelsOf', 'target': 'NitrogenAtom'}
go	intracellular nitrogen homeostasis	A homeostatic process involved in the maintenance of a steady state level of nitrogen within a cell.	1266						IntracellularChemicalHomeostasis	{'predicate': 'RegulatesLevelsOf', 'target': 'NitrogenAtom'}
go	intracellular nitrogen homeostasis	The process by which a cell maintains the proper levels of nitrogen atoms inside its cells.	1267						IntracellularChemicalHomeostasis	{'predicate': 'RegulatesLevelsOf', 'target': 'NitrogenAtom'}
go	intracellular nitrogen homeostasis	The process of regulating levels of nitrogen atoms that happens inside a cell.	1268						IntracellularChemicalHomeostasis	{'predicate': 'RegulatesLevelsOf', 'target': 'NitrogenAtom'}
go	intracellular nitrogen homeostasis	The regulation of nitrogen levels within a cell to maintain balance and support essential cellular processes.	1269						IntracellularChemicalHomeostasis	{'predicate': 'RegulatesLevelsOf', 'target': 'NitrogenAtom'}
go	intracellular nitrogen homeostasis	The regulation of nitrogen levels within a cell.	1270						IntracellularChemicalHomeostasis	{'predicate': 'RegulatesLevelsOf', 'target': 'NitrogenAtom'}
go	autosome genomic imprinting	A biological phenomenon that occurs in autosomal chromosomes where certain genes are expressed in a parent-of-origin-specific manner.	1271						GenomicImprinting	
go	autosome genomic imprinting	The establishment of epigenetic modifications (imprints) in autosomal (non-sexual) chromosomes during gametogenesis, and propagation of these imprints during the organism's life. Genomic imprinting leads to an asymmetry between the maternal and paternal alleles and differential expression of the corresponding alleles. This can happen through heterochromatin formation or differential chromatin loop formation.	1272						GenomicImprinting	
go	autosome genomic imprinting	A specific type of genomic imprinting that occurs on autosomal chromosomes in organisms.	1273						GenomicImprinting	
go	autosome genomic imprinting	Genetic information that is differentially expressed depending on whether it comes from the mother or father.	1274						GenomicImprinting	
go	autosome genomic imprinting	The differential expression of a gene or allelic series depending on whether it was of paternal or maternal origin, which is a mechanism of X-inactivation in many mammals.	1275						GenomicImprinting	
go	autosome genomic imprinting	The phenomenon by which the expression of genes differs between the two parental alleles, depending on whether the gene is located on an autosome or a sex chromosome.	1276						GenomicImprinting	
go	symbiont-mediated suppression of host MAPK signal transduction pathway	An interaction in which a symbiotic organism suppresses or inhibits the Mitogen-activated protein kinases (MAPKs) signal transduction pathway in the host organism. This pathway controls various cellular processes such as cell proliferation, differentiation, apoptosis, and stress response, and its disruption can lead to disease processes. This action is one form of symbiont-host interaction, specifically pertaining to signal transmission disruption in the host, and is a specific type of disruption to the host's MAPK pathway.	1277						SymbiontMediatedSuppressionOfHostSignalTransductionPathway | PerturbationOfHostMAPKSignalTransductionPathway	
go	symbiont-mediated suppression of host MAPK signal transduction pathway	A process in which a symbiont interferes with, inhibits or disrupts a MAPK signal transduction pathway in its host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1278						SymbiontMediatedSuppressionOfHostSignalTransductionPathway | PerturbationOfHostMAPKSignalTransductionPathway	
go	symbiont-mediated suppression of host MAPK signal transduction pathway	Suppression of a mitogen-activated protein kinase (MAPK) signal transduction pathway in the larger of the organisms involved in a symbiotic interaction, mediated by the smaller of the organisms involved in a symbiotic interaction.	1279						SymbiontMediatedSuppressionOfHostSignalTransductionPathway | PerturbationOfHostMAPKSignalTransductionPathway	
go	symbiont-mediated suppression of host MAPK signal transduction pathway	The ability of a symbiotic organism to interfere with the normal functioning of the host organism's MAPK signal transduction pathway. This perturbation can occur at various levels, such as by directly interfering with the activity or expression of the MAPK proteins, or by modulating the upstream or downstream components of the pathway.	1280						SymbiontMediatedSuppressionOfHostSignalTransductionPathway | PerturbationOfHostMAPKSignalTransductionPathway	
go	symbiont-mediated suppression of host MAPK signal transduction pathway	The process in which a symbiont organism inhibits or downregulates the host's mitogen-activated protein kinase (MAPK) signal transduction pathway. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1281						SymbiontMediatedSuppressionOfHostSignalTransductionPathway | PerturbationOfHostMAPKSignalTransductionPathway	
go	symbiont-mediated activation of host inflammasome-mediated signal transduction	A process in which a symbiont activates a signal transduction pathway in the host organism by initiating, promoting, or enhancing its activation. The activation specifically occurs through the inflammasome-mediated signaling pathway. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1282						SymbiontMediatedActivationOfHostSignalTransductionPathway	
go	symbiont-mediated activation of host inflammasome-mediated signal transduction	A process in which a symbiont subverts an inflammasome-mediated signal transduction pathway in the host organism by initiating, promoting, or enhancing its activation. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1283						SymbiontMediatedActivationOfHostSignalTransductionPathway	
go	symbiont-mediated activation of host inflammasome-mediated signal transduction	A process in which a symbiont activates, initiates or enhances an inflammasome-mediated signal transduction pathway within the host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1284						SymbiontMediatedActivationOfHostSignalTransductionPathway	
go	symbiont-mediated activation of host inflammasome-mediated signal transduction	A process in which a symbiont initiates, enhances, or promotes signal transduction through inflammasome-mediated pathways in the host organism.	1285						SymbiontMediatedActivationOfHostSignalTransductionPathway	
go	symbiont-mediated activation of host inflammasome-mediated signal transduction	A process in which a symbiont triggers the activation of inflammasome-mediated signal transduction pathway in the host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1286						SymbiontMediatedActivationOfHostSignalTransductionPathway	
go	symbiont-mediated activation of host inflammasome-mediated signal transduction	A process where a symbiont triggers or boosts the host's inflammasome activity, leading to the activation of the signal transduction process in the host organism. This happens during symbiosis and is one way the symbiont influences the signal transduction pathways in its host organism. In this scenario, the activation of the inflammasome results specifically in the triggering of immune responses.	1287						SymbiontMediatedActivationOfHostSignalTransductionPathway	
go	symbiont-mediated detoxification of host-generated reactive oxygen species	A process in which a symbiont interferes with, inhibits or disrupts the host reactive oxygen species (ROS)-mediated innate immune response by directly degrading host ROS. The host is defined as the larger of the organisms involved in a symbiotic interaction.	1288						SymbiontDefenseToHostProducedReactiveOxygenSpecies	
go	positive regulation of inflammasome-mediated signaling pathway	Any process that activates or increases the frequency, rate or extent of inflammasome-mediated signaling pathway.	1289						PositiveRegulationOfPatternRecognitionReceptorSignalingPathway | RegulationOfInflammasomeMediatedSignalingPathway	{'predicate': 'PositivelyRegulates', 'target': 'InflammasomeMediatedSignalingPathway'}
go	positive regulation of inflammasome-mediated signaling pathway	Any process that activates or increases the frequency, rate or extent of an inflammasome-mediated signaling pathway.	1290						PositiveRegulationOfPatternRecognitionReceptorSignalingPathway | RegulationOfInflammasomeMediatedSignalingPathway	{'predicate': 'PositivelyRegulates', 'target': 'InflammasomeMediatedSignalingPathway'}
go	positive regulation of inflammasome-mediated signaling pathway	Any process that activates or increases the frequency, rate or extent of the inflammasome-mediated signaling pathway.	1293						PositiveRegulationOfPatternRecognitionReceptorSignalingPathway | RegulationOfInflammasomeMediatedSignalingPathway	{'predicate': 'PositivelyRegulates', 'target': 'InflammasomeMediatedSignalingPathway'}
go	glucose sensor activity	Binding to and responding to changes in cellular levels of glucose.	1294						GlucoseBinding | SmallMoleculeSensorActivity	
go	glucose sensor activity	Binding to and responding, e.g. by conformational change, to changes in the cellular level of glucose.	1295						GlucoseBinding | SmallMoleculeSensorActivity	
go	glucose sensor activity	Binding to and responding to changes in the cellular level of glucose.	1296						GlucoseBinding | SmallMoleculeSensorActivity	
go	glucose sensor activity	Binding to and responding, e.g. by conformational change, to changes in the cellular level of glucose (Glc).	1297						GlucoseBinding | SmallMoleculeSensorActivity	
go	glucose sensor activity	The ability or capacity of a device or biological entity to sense changes in concentration or presence of glucose molecules in its environment. It can be part of a physiological process or a technical process in devices like glucose meters used by diabetics.	1298						GlucoseBinding | SmallMoleculeSensorActivity	
