	model_name	embedding_model_name	generate_background	task_started	task_finished	executed_on	agent	extractor	method	source_db_path	target_db_path	source_collection	num_training	num_testing	num_validation	stratified_collection	fields_to_mask	fields_to_predict	report_path	working_directory	results	ontology	preds	tp	fp	fn	other	tp_list	fp_list	fn_list	new_terms	rows	masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives	additional_collections	id	label	definition	aliases	relationships	logical_definition	original_id
1698	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	0	0	0.5	[('subClassOf', 'CiliatedEpithelialCell', 'PredictedMoreGeneralThan', 'EndometrialCiliatedEpithelialCell')]	[]	[]	[]	[]	[{'term_id': 'CL:4030042', 'term_label': 'glandular endometrial ciliated epithelial cell', 'pred': 'subClassOf', 'expected_tgt': 'EndometrialCiliatedEpithelialCell', 'outcome': 'tp[more_general]'}]	GlandularEndometrialCiliatedEpithelialCell	glandular endometrial ciliated epithelial cell	A ciliated cell of the endometrial glandular epithelium.		[{'predicate': 'PartOf', 'target': 'EndometriumGlandularEpithelium'}, {'predicate': 'subClassOf', 'target': 'EndometrialCiliatedEpithelialCell'}]		CL:4030042	[{'predicate': 'PartOf', 'target': 'EndometrialGlandularEpithelium'}, {'predicate': 'subClassOf', 'target': 'CiliatedEpithelialCell'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2								
1699	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'RespiratoryEpithelialCell')]	['RespiratoryEpithelialPrecursorCell', 'RespiratoryTractEpithelialCell']	[]	DeuterosomalCell	deuterosomal cell	An epithelial cell part of respiratory tract epithelium that is a precursor of a multi-ciliated cell. This cell actively amplifies centrioles, a required step for multiciliogenesis.		[{'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'}, {'predicate': 'subClassOf', 'target': 'RespiratoryEpithelialCell'}]		CL:4033044	[{'predicate': 'subClassOf', 'target': 'RespiratoryTractEpithelialCell'}, {'predicate': 'Amplifies', 'target': 'Centriole'}, {'predicate': 'subClassOf', 'target': 'RespiratoryEpithelialPrecursorCell'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	2								
1700	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	1.0	[]	[('subClassOf', 'Megakaryocyte')]	[]	[('subClassOf', 'ConnectiveTissueCell')]	[]	[{'term_id': 'CL:4033018', 'term_label': 'lung megakaryocyte', 'pred': 'subClassOf', 'expected_tgt': 'Megakaryocyte', 'outcome': 'true_positive'}]	LungMegakaryocyte	lung megakaryocyte	A megakaryocyte that is resident in the lung connective tissue.		[{'predicate': 'PartOf', 'target': 'LungConnectiveTissue'}, {'predicate': 'subClassOf', 'target': 'Megakaryocyte'}, {'predicate': 'subClassOf', 'target': 'ConnectiveTissueCell'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Megakaryocyte'}, {'predicate': 'PartOf', 'target': 'LungConnectiveTissue'}]	CL:4033018	[{'predicate': 'PartOf', 'target': 'LungConnectiveTissue'}, {'predicate': 'subClassOf', 'target': 'Megakaryocyte'}]	1.0	0.6666666666666666	0.8	0.6666666666666666	0.0	2	0	0	1								
1701	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	2.0	[]	[('subClassOf', 'TasteReceptorCell')]	[]	[('subClassOf', 'EpithelialCellOfAlimentaryCanal'), ('subClassOf', 'NeuralCell')]	[]	[{'term_id': 'CL:4033049', 'term_label': 'taste receptor cell of tongue', 'pred': 'subClassOf', 'expected_tgt': 'TasteReceptorCell', 'outcome': 'true_positive'}]	TasteReceptorCellOfTongue	taste receptor cell of tongue	A taste receptor cell that is part of a taste bud of a tongue.		[{'predicate': 'PartOf', 'target': 'TongueTasteBud'}, {'predicate': 'subClassOf', 'target': 'TasteReceptorCell'}, {'predicate': 'subClassOf', 'target': 'EpithelialCellOfAlimentaryCanal'}, {'predicate': 'subClassOf', 'target': 'NeuralCell'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'TasteReceptorCell'}, {'predicate': 'PartOf', 'target': 'TongueTasteBud'}]	CL:4033049	[{'predicate': 'PartOf', 'target': 'TongueTasteBud'}, {'predicate': 'subClassOf', 'target': 'TasteReceptorCell'}]	1.0	0.5	0.6666666666666666	0.5	0.0	2	0	0	2								
1702	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	0	0	0.5	[('subClassOf', 'MediumSpinyNeuron', 'PredictedMoreGeneralThan', 'IndirectPathwayMediumSpinyNeuron')]	[]	[]	[]	[]	[{'term_id': 'CL:4030047', 'term_label': 'matrix D2 medium spiny neuron', 'pred': 'subClassOf', 'expected_tgt': 'IndirectPathwayMediumSpinyNeuron', 'outcome': 'tp[more_general]'}]	MatrixD2MediumSpinyNeuron	matrix D2 medium spiny neuron	A DRD2-expressing medium spiny neuron that is part of a matrix compartment of dorsal striatum.		[{'predicate': 'subClassOf', 'target': 'IndirectPathwayMediumSpinyNeuron'}]		CL:4030047	[{'predicate': 'Expresses', 'target': 'DRD2'}, {'predicate': 'PartOf', 'target': 'MatrixCompartment'}, {'predicate': 'subClassOf', 'target': 'MediumSpinyNeuron'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	1								
1703	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	1.0	[]	[('subClassOf', 'RetinalBipolarNeuron')]	[]	[('subClassOf', 'OFFBipolarCell')]	[]	[]	OFFxCell	OFFx cell	An OFF bipolar cell that is fovea-specific and expresses FEZF1, NXPH1 and NXPH2.		[{'predicate': 'PartOf', 'target': 'FoveaCentralis'}, {'predicate': 'subClassOf', 'target': 'OFFBipolarCell'}]		CL:4033036	[{'predicate': 'subClassOf', 'target': 'RetinalBipolarNeuron'}, {'predicate': 'ExpressesGene', 'target': 'FEZF1'}, {'predicate': 'ExpressesGene', 'target': 'NXPH1'}, {'predicate': 'ExpressesGene', 'target': 'NXPH2'}, {'predicate': 'LocalizedIn', 'target': 'Fovea'}]	0.0	0.0	0.0	0.0	0.0	0	0	5	2								
1704	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'MyofibroblastCell')]	['LungDevelopmentCell', 'Myofibroblast']	[]	SecondaryCrestMyofibroblast	secondary crest myofibroblast	A myofibroblast that is part of an alveoli during alveolarization. The contractile force of this cell elongates the secondary crest, while producing a framework of elastin and tenascin. During the maturation of the septa, secondary crest myofibroblasts, together with matrix fibroblasts, secrete metalloproteinases and other ECM‐remodeling proteins to thin the septal tip ECM. The secondary crest myofibroblast continues producing elastin, eventually undergoing apoptosis during adulthood.		[{'predicate': 'PartOf', 'target': 'LungConnectiveTissue'}, {'predicate': 'ParticipatesIn', 'target': 'LungAlveolusDevelopment'}, {'predicate': 'subClassOf', 'target': 'MyofibroblastCell'}]		CL:4033016	[{'predicate': 'subClassOf', 'target': 'Myofibroblast'}, {'predicate': 'PartOf', 'target': 'Alveoli'}, {'predicate': 'Function', 'target': 'ElongateSecondaryCrest'}, {'predicate': 'Produces', 'target': ['FrameworkOfElastin', 'Tenascin']}, {'predicate': 'WorksWith', 'target': 'MatrixFibroblast'}, {'predicate': 'Secrete', 'target': 'Metalloproteinases'}, {'predicate': 'ContinuesProducing', 'target': 'Elastin'}, {'predicate': 'Undergoes', 'target': 'Apoptosis'}, {'predicate': 'subClassOf', 'target': 'LungDevelopmentCell'}]	0.0	0.0	0.0	0.0	0.0	0	0	9	3								
1705	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	0.0	[]	[('subClassOf', 'OFFBipolarCell')]	[]	[]	['OFFBipolarCell']	[{'term_id': 'CL:4033028', 'term_label': 'diffuse bipolar 2 cell', 'pred': 'subClassOf', 'expected_tgt': 'OFFBipolarCell', 'outcome': 'true_positive'}]	DiffuseBipolar2Cell	diffuse bipolar 2 cell	An OFF diffuse bipolar cell that predominantly connects to ON parasol cells and lateral amacrine cells. This cell contains a large number of synaptic ribbons and a small axon arbor area.		[{'predicate': 'subClassOf', 'target': 'OFFBipolarCell'}]		CL:4033028	[{'predicate': 'HasSynapticIOWith', 'target': 'ONParasolCell'}, {'predicate': 'HasSynapticIOWith', 'target': 'LateralAmacrineCell'}, {'predicate': 'HasCharacteristic', 'target': 'AbundanceOfSynapticRibbons'}, {'predicate': 'HasCharacteristic', 'target': 'SmallAxonArborArea'}, {'predicate': 'subClassOf', 'target': 'OFFBipolarCell'}]	0.2	1.0	0.3333333333333333	0.2	0.0	1	0	4	0								
1706	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	0.0	[]	[('subClassOf', 'UrothelialCell')]	[]	[]	[]	[{'term_id': 'CL:4030056', 'term_label': 'umbrella cell of urothelium', 'pred': 'subClassOf', 'expected_tgt': 'UrothelialCell', 'outcome': 'true_positive'}]	UmbrellaCellOfUrothelium	umbrella cell of urothelium	A urothelial cell that is terminally differentiated and part of the urothelial apical surface that forms the high-resistance barrier of urothelium. Umbrella cells have been described as the largest of urothelial cell types, highly polarized, and, in some species, multinucleated. In the relaxed state, these cells form a dome-shaped structure at the apical pole and can also cover multiple underlying intermediate cells, leading to the name umbrella cells. In contrast, these cells flatten when the bladder is filled.		[{'predicate': 'subClassOf', 'target': 'UrothelialCell'}]		CL:4030056	[{'predicate': 'subClassOf', 'target': 'UrothelialCell'}, {'predicate': 'PartOf', 'target': 'Urothelium'}, {'predicate': 'HasShape', 'target': 'DomeShape'}, {'predicate': 'UndergoesChangeInShape', 'target': 'BladderFilling'}, {'predicate': 'FormsBarrierAgainst', 'target': 'Toxins'}, {'predicate': 'FormsBarrierAgainst', 'target': 'Solutes'}, {'predicate': 'FormsBarrierAgainst', 'target': 'Pathogens'}]	0.1428571428571428	1.0	0.25	0.1428571428571428	0.0	1	0	6	0								
1707	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	0.0	[]	[('subClassOf', 'MediumSpinyNeuron')]	[]	[]	[]	[{'term_id': 'CL:4030052', 'term_label': 'nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron', 'pred': 'subClassOf', 'expected_tgt': 'MediumSpinyNeuron', 'outcome': 'true_positive'}]	NucleusAccumbensShellAndOlfactoryTubercleD2MediumSpinyNeuron	nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron	A DRD2-expressing medium spiny neuron that is part of a nucleus accumbens shell or olfactory tubercle.		[{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'}, {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}, {'predicate': 'subClassOf', 'target': 'MediumSpinyNeuron'}]		CL:4030052	[{'predicate': 'Expresses', 'target': 'DRD2'}, {'predicate': 'LocatedIn', 'target': 'NucleusAccumbensShell'}, {'predicate': 'LocatedIn', 'target': 'OlfactoryTubercle'}, {'predicate': 'subClassOf', 'target': 'MediumSpinyNeuron'}]	0.25	0.3333333333333333	0.2857142857142857	0.1666666666666666	0.0	1	0	3	2								
1708	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	1.0	[]	[('subClassOf', 'RespiratoryEpithelialCell')]	[]	[('subClassOf', 'ProgenitorCell')]	['NonBasalCell']	[{'term_id': 'CL:4033048', 'term_label': 'respiratory suprabasal cell', 'pred': 'subClassOf', 'expected_tgt': 'RespiratoryEpithelialCell', 'outcome': 'true_positive'}]	RespiratorySuprabasalCell	respiratory suprabasal cell	A respiratory epithelial cell with topographic nuclear position in between the basal and luminal cell of the airway epithelium. This non-basal, intermediate cell has limited proliferative capacity, ultrastructural features of basal cells and no defined features of the typically differentiated cellular phenotypes.		[{'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'}, {'predicate': 'DevelopsFrom', 'target': 'RespiratoryBasalCell'}, {'predicate': 'subClassOf', 'target': 'RespiratoryEpithelialCell'}, {'predicate': 'subClassOf', 'target': 'ProgenitorCell'}]		CL:4033048	[{'predicate': 'subClassOf', 'target': 'RespiratoryEpithelialCell'}, {'predicate': 'subClassOf', 'target': 'NonBasalCell'}]	0.5	0.25	0.3333333333333333	0.2	0.0	1	0	1	3								
1709	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	0.0	[]	[('subClassOf', 'GlialCell')]	[]	[]	[]	[{'term_id': 'CL:4040002', 'term_label': 'enteroglial cell', 'pred': 'subClassOf', 'expected_tgt': 'GlialCell', 'outcome': 'true_positive'}]	EnteroglialCell	enteroglial cell	Glial cell that provides support to the enteric nervous system. It is involved in enteric neurotransmission, in maintaining the integrity of the mucosal barrier of the gut and serves as a link between the nervous and immune systems of the gut. In enteric nerve strands, glial processes ensheath multiaxonal bundles which distinguishes enteric glia from all other peripheral glia. Ultrastructurally, the most conspicuous trait of an enteroglial cell is the presence of 10 nm filaments, which criss-cross the cell body, form axial bundles in the processes and appear to firmly anchor the cells to the ganglionic surfaces. Similar to astrocytes, their main constituent is glial fibrillary acidic protein (GFAP).		[{'predicate': 'PartOf', 'target': 'EntericNervousSystem'}, {'predicate': 'Expresses', 'target': 'GlialFibrillaryAcidicProtein'}, {'predicate': 'subClassOf', 'target': 'GlialCell'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'GlialCell'}, {'predicate': 'PartOf', 'target': 'EntericNervousSystem'}]	CL:4040002	[{'predicate': 'PartOf', 'target': 'EntericNervousSystem'}, {'predicate': 'subClassOf', 'target': 'GlialCell'}]	1.0	0.6666666666666666	0.8	0.6666666666666666	0.0	2	0	0	1								
1710	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	0.0	[]	[('subClassOf', 'LungResidentMemoryCD8Positive_alphaBetaTCell')]	[]	[]	['LungResidentMemoryCD8Positive_alphaBetaTCell']	[{'term_id': 'CL:4033040', 'term_label': 'lung resident memory CD8-positive, CD103-positive, alpha-beta T cell', 'pred': 'subClassOf', 'expected_tgt': 'LungResidentMemoryCD8Positive_alphaBetaTCell', 'outcome': 'true_positive'}]	LungResidentMemoryCD8Positive_CD103Positive_alphaBetaTCell	lung resident memory CD8-positive, CD103-positive, alpha-beta T cell	A lung resident memory CD8-positive, alpha-beta T cell that is CD103-positive.		[{'predicate': 'HasPlasmaMembranePart', 'target': 'IntegrinAlphaE'}, {'predicate': 'subClassOf', 'target': 'LungResidentMemoryCD8Positive_alphaBetaTCell'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'LungResidentMemoryCD8Positive_alphaBetaTCell'}, {'predicate': 'HasPlasmaMembranePart', 'target': 'IntegrinAlphaE'}]	CL:4033040	[{'predicate': 'HasPlasmaMembranePart', 'target': 'IntegrinAlphaE'}, {'predicate': 'subClassOf', 'target': 'LungResidentMemoryCD8Positive_alphaBetaTCell'}]	1.0	1.0	1.0	1.0	0.0	2	0	0	0								
1711	gpt-3.5-turbo	openai:	True	2023-08-30 09:30:54.973917	2023-08-30 09:44:13.975724	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-3.5-turbo	db	db	ont_cl		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_cl_training', 'testing_set_collection': 'ont_cl_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2658571428571429, 'recall': 0.3, 'f1_score': 0.2545714285714286, 'accuracy': 0.1963809523809524, 'specificity': 0.0, 'true_positives': 33, 'true_negatives': 0, 'false_positives': 138, 'false_negatives': 71}	cl	subClassOf	1	0	0.0	[]	[('subClassOf', 'CiliatedCell')]	[]	[]	[]	[{'term_id': 'CL:4030034', 'term_label': 'respiratory ciliated cell', 'pred': 'subClassOf', 'expected_tgt': 'CiliatedCell', 'outcome': 'true_positive'}]	RespiratoryCiliatedCell	respiratory ciliated cell	A ciliated cell of the respiratory system. Ciliated cells are present in airway epithelium.		[{'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'}, {'predicate': 'subClassOf', 'target': 'CiliatedCell'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CiliatedCell'}, {'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'}]	CL:4030034	[{'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'}, {'predicate': 'subClassOf', 'target': 'CiliatedCell'}]	1.0	1.0	1.0	1.0	0.0	2	0	0	0								
